Department,CourseNum,Section,ISBN,Title
ECO,515,0001,9780262041690,"STRATEGIES+GAMES"
ECO,524,0001,9780132146654,"INTERNATIONAL ECONOMICS"
ECO,531,0001,9781405182577,"GUIDE TO ECONOMETRICS"
ECO,572,0001,9780521874953,"RESOURCE ECONOMICS"
ECO,581,0001,9780807047057,"FOR THE COMMON GOOD-UPDATED+EXPANDED"
ECO,590,0001,9780393975154,"MACROECONOMICS"
ECO,590,0002,9780195373387,"BOTTOM BILLION"
ECO,590,0003,9780262693561,"ENERGY IN NATURE+SOCIETY"
ECP,214,0001,9780073191591,"POCKET BOOK OF TECHNICAL WRITING FOR ENG & SCI (REV)"
ECP,225,0001,9780312477073,"HANDBOOK OF TECHNICAL WRITING"
ECP,225,0002,9780312477073,"HANDBOOK OF TECHNICAL WRITING"
ECP,225,0003,9780312477073,"HANDBOOK OF TECHNICAL WRITING"
ECP,225,0004,9780312477073,"HANDBOOK OF TECHNICAL WRITING"
EDB,202,0001,9780871205148,"ARTS WITH BRAIN IN MIND"
EDB,202,0002,9780962462665,"ANOQCOU:  CEREMONY IS LIFE ITSELF"
EDB,202,0003,9780962462665,"ANOQCOU:  CEREMONY IS LIFE ITSELF"
EDB,202,0004,9780871205148,"ARTS WITH BRAIN IN MIND"
EDB,202,0005,9780871205148,"ARTS WITH BRAIN IN MIND"
EDB,204,0001,9780807749821,"APPROACHES TO TEACHING (REV)"
EDB,204,0002,9780807749821,"APPROACHES TO TEACHING (REV)"
EDB,204,0003,9780807749821,"APPROACHES TO TEACHING (REV)"
EDB,221,0001,9780495500346,"EDUCATIONAL PSYCHOLOGY"
EDB,221,0860,9780495500346,"EDUCATIONAL PSYCHOLOGY"
EDG,400,0001,9780558968458,"TEACHER PREPARATION PKG UNIV OF MAINEW/ACCESS CARD"
EDG,400,0002,9780558968458,"TEACHER PREPARATION PKG UNIV OF MAINEW/ACCESS CARD"
EDH,501,0001,9780807740453,"UNCERTAIN LIVES"
EDS,320,0001,9780132458634,"EDUCATIONAL ASSESSMENT OF STUDENTS"
EDS,510,0990,9780205596706,"APPLYING EDUCATIONAL RESEARCH"
EDS,520,0001,9780132408936,"MEASUREMENT+ASSESSMENT IN TEACHING"
EDS,521,0001,9780470574799,"FUND.OF STAT.REASONING IN EDUC.-W/CD"
EDS,572,0001,9781847870070,"ANALYSIS IN QUALITATIVE RESEARCH"
EDT,400,0003,9781412977470,"BLOGS, WIKIS, PODCASTS...FOR CLASSROOMS"
EDT,530,0990,9781571100542,"HYPERLEARNING"
EDT,555,0990,9780205578634,"JOINING TOGETHER"
EDU,590,0001,9780807751350,"BEDTIME STORIES AND BOOK REPORTS"
EDW,462,0001,9780935989205,"ANTI-BIAS CURRICULUM"
EDW,472,0001,9780393329803,"DASH OF STYLE"
EES,100,0001,9781598530209,"AMERICAN EARTH"
EES,400,0001,9780312475628,"BEDFORD RESEARCHER"
EES,450,0860,9780521010443,"ATMOSPHERIC POLLUTION"
EET,112,0001,9780137146666,"INTRODUCTORY CIRCUIT ANALYSIS (W/CD)"
EET,174,0001,9780131194045,"PIC MICROCONTROLLER & EMBEDDED SYSTEMS"
EET,242,0001,9780135026496,"ELECTRONIC DEVICES & CIRCUIT THEORY (W/CD)"
EET,276,0001,9780073510880,"PROGRAMMABLE LOGIC CONTROLLERS"
EET,323,0001,9780534548841,"POWER SYSTEM ANALYSIS & DESIGN (W/CD)"
EET,425,0001,9781401877798,"CONTROL SYSTEMS TECHNOLOGY"
EET,498,0001,9780136919902,"POWER SYSTEMS ANALYSIS"
ELL,480,0001,9780761988892,"ASSESSING ENGLISH LANGUAGE LEARNERS"
EMA,314,0001,9780470403068,"HELPING CHILDREN LEARN MATHEMATICS"
EMA,314,0002,9780470403068,"HELPING CHILDREN LEARN MATHEMATICS"
ENG,101,0001,9780205309023,"ELEMENTS OF STYLE"
ENG,101,0002,9780316017923,"OUTLIERS"
ENG,101,0003,9780312452766,"RULES FOR WRITERS"
ENG,101,0004,9780312593391,"RULES FOR WRITERS-W/MLA UPDATE"
ENG,101,0005,9780312593391,"RULES FOR WRITERS-W/MLA UPDATE"
ENG,101,0006,9780312452766,"RULES FOR WRITERS"
ENG,101,0007,9780312593391,"RULES FOR WRITERS-W/MLA UPDATE"
ENG,101,0009,9780312452766,"RULES FOR WRITERS"
ENG,101,0010,9781457602344,"READINGS FOR WRITERS"
ENG,101,0012,9780312452766,"RULES FOR WRITERS"
ENG,101,0013,9780312452766,"RULES FOR WRITERS"
ENG,101,0014,9780312452766,"RULES FOR WRITERS"
ENG,101,0015,9780312393199,"AGE OF MCCARTHYISM"
ENG,101,0016,9780312206376,"CLIMB"
ENG,101,0017,9780312206376,"CLIMB"
ENG,101,0018,9780684837376,"HOME FROM NOWHERE"
ENG,101,0019,9780316769495,"FRANNY & ZOOEY (RACK SIZE)"
ENG,101,0020,9780312452766,"RULES FOR WRITERS"
ENG,101,0022,9780312452766,"RULES FOR WRITERS"
ENG,101,0023,9780312452766,"RULES FOR WRITERS"
ENG,101,0024,9780312593391,"RULES FOR WRITERS-W/MLA UPDATE"
ENG,101,0025,9780805088380,"NICKEL & DIMED (REV)"
ENG,101,0026,9780618606238,"END OF FOOD"
ENG,101,0027,9780312452766,"RULES FOR WRITERS"
ENG,101,0028,9780312452766,"RULES FOR WRITERS"
ENG,101,0501,9780312452766,"RULES FOR WRITERS"
ENG,101,0502,9780312452766,"RULES FOR WRITERS"
ENG,101,0503,9780743276986,"GENERATION ME"
ENG,101,0504,9780060012786,"COOK'S TOUR"
ENG,101,0505,9780060012786,"COOK'S TOUR"
ENG,101,0506,9780312452766,"RULES FOR WRITERS"
ENG,101,0507,9780805088380,"NICKEL & DIMED (REV)"
ENG,101,0508,9780312452766,"RULES FOR WRITERS"
ENG,101,0665,9780684865454,"HIGH EXPOSURE"
ENG,101,0666,9780143118077,"PARADISE BUILT IN HELL"
ENG,129,0001,9780803273382,"BANG THE DRUM SLOWLY (WITH NEW INTRO)"
ENG,129,0400,9780312114916,"HEART OF DARKNESS"
ENG,131,0001,9780716779391,"I>CLICKER CLASSROOM RESPONSE SYSTEM"
ENG,170,0001,9780684829463,"DORA:ANALYSIS OF A CASE OF HYSTERIA"
ENG,170,0002,9780312114916,"HEART OF DARKNESS"
ENG,205,0001,9780132197380,"THREE GENRES"
ENG,205,0003,9780205309023,"ELEMENTS OF STYLE"
ENG,205,0004,9781400030934,"VINTAGE BOOK OF CONTEMPORARY AMER POETRY"
ENG,205,0500,9780205309023,"ELEMENTS OF STYLE"
ENG,205,0501,9780898232288,"HALF THE HOUSE"
ENG,205,0665,9780874778250,"ROOM TO WRITE"
ENG,205,0669,9780679745136,"VINTAGE BK.OF CONTEM.AMER.SHORT STORIES"
ENG,205,0869,9780679745136,"VINTAGE BK.OF CONTEM.AMER.SHORT STORIES"
ENG,205,0990,9780892726936,"CONTEMPORARY MAINE FICTION"
ENG,212,0001,9780312642501,"EVERYTHING'S AN ARG.:W/RDGS.-W/ECHAPTER"
ENG,212,0002,9780321143105,"WRITING CONVENTIONS"
ENG,212,0004,9780520216204,"ASPHALT NATION"
ENG,212,0500,9780072442595,"SEEKING COMMON CAUSES"
ENG,212,0700,9780073210407,"READING & WRITING SHORT ARGUMENTS"
ENG,212,0990,9780312601607,"CRITICAL THINKING, READING & WRITING"
ENG,222,0001,9781880393024,"FIGURES OF SPEECH"
ENG,222,0002,9780393979213,"NORTON ANTHOLOGY OF POETRY,SHORTER"
ENG,229,0990,9780765322890,"CALCULATING GOD"
ENG,244,0001,9780486281964,"COUNTRY OF THE POINTED FIRS-UNABR."
ENG,245,0001,9780321484895,"AMERICAN-SHORT STORIES"
ENG,256,0990,9780375757426,"EMMA"
ENG,271,0001,9781408106013,"TASTE OF HONEY"
ENG,301,0001,9780874216424,"REWRITING:HOW TO DO THINGS WITH TEXTS"
ENG,308,0001,9781931337403,"MONSTER LOVES HIS LABYRINTH"
ENG,317,0001,9780312452759,"POCKET STYLE MANUAL"
ENG,317,0002,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0003,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0004,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0005,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0006,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0007,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0008,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0009,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0010,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0012,9780205559572,"TECHNICAL COMMUNICATION"
ENG,317,0869,9780312452759,"POCKET STYLE MANUAL"
ENG,317,0990,9780205559572,"TECHNICAL COMMUNICATION"
ENG,402,0001,9781603290401,"INTRO TO BIBLIOGRAPHICAL & TEXTUAL STUDIES"
ENG,415,0001,9780312477073,"HANDBOOK OF TECHNICAL WRITING"
ENG,429,0001,9780061054884,"DISPOSSESSED (RACK SIZE)"
ENG,429,0003,9780142437971,"BRIGHTON ROCK"
ENG,430,0001,9780199536696,"FIVE PLAYS"
ENG,435,0001,9780691002002,"ANCIENT NEAR EAST (V1)"
ENG,447,0990,9781559360739,"ANGELS IN AMERICA (PT 2) (REV)"
ENG,449,0001,9780393310900,"POSTMODERN AMERICAN POETRY"
ENG,465,0001,9781551114521,"ADELINE MOWBRAY - OR, THE MOTHER AND DAUGHTER 1805"
ENG,480,0001,9780292701854,"FILM GENRE READER III"
ENG,529,0001,9780312477073,"HANDBOOK OF TECHNICAL WRITING"
ENG,529,0002,9780394743127,"ULYSSES: GABLER ED (CORRECTED TEXT) (W/657 PGS)"
ENG,529,0003,9780393320978,"BEOWULF-BILINGUAL ED."
ENG,542,0001,9781897367186,"ABENAKI INDIAN LEGENDS, GRAMMAR AND PLACE NAMES"
ENG,580,0001,9780413733306,"CLEANSED"
ERL,317,0001,9780135158166,"50 LITERACY STRATEGIES"
ERL,317,0002,9780135158166,"50 LITERACY STRATEGIES"
ERL,319,0001,9781571100887,"APPRENTICESHIP IN LITERACY"
ERL,319,0002,9781571100887,"APPRENTICESHIP IN LITERACY"
ERL,319,0003,9781571100887,"APPRENTICESHIP IN LITERACY"
ERL,516,0001,9780807748282,"STORYTIME:YOUNG CHILDREN LITERARY UNDERSTANDING IN THE CLASS"
ERL,517,0001,9780439919647,"CRACKING OPEN THE AUTHOR'S CRAFT"
ERL,534,0001,9780807748855,"CHILDREN'S LANGUAGE"
ERL,601,0860,9781433805622,"PUBLICATION MANUAL OF APA (SPIRAL)"
ERS,100,0001,9780393932386,"ESSENTIALS OF GEOLOGY"
ERS,101,0001,9780393932386,"ESSENTIALS OF GEOLOGY"
ERS,102,0001,9780131424470,"LIVING WITH EARTH"
ERS,103,0001,9781429262378,""
ERS,103,0990,9781429262378,""
ERS,108,0001,9780878425341,"ATLANTIC COAST BEACHES"
ERS,201,0001,9780321597793,"EARTH SYSTEM"
ERS,210,0001,9781577666554,"GEOLOGY APPLIED TO ENGINEERING"
ERS,312,0001,9780521706933,"GEOCHEMISTRY: AN INTRO"
ERS,451,0001,9781405107778,"GLOBAL TECTONICS"
ERS,527,0001,9780471384373,"ISOTOPES PRINCIPLES+APPLICATIONS"
ERS,532,0001,9780632049769,"SEDIMENTOLOGY+SEDIMENTARY BASINS"
ERS,602,0001,9780300119398,"WRITING SUCCESSFUL SCIENCE PROPOSALS"
ESC,316,0001,9781412941808,"SCIENCE FORMATIVE ASSESSMENT"
ESS,315,0001,9780840001504,"STATE OF MAINE LEARNING RESULTS"
FAS,240,0990,9781416593331,"CHAMPLAINS DREAM"
FES,416,0001,9780471738435,"ESAU'S PLANT ANATOMY"
FES,456,0001,9780840003249,"DIAGNOSING INJURY TO EASTERN FOREST TREES"
FES,519,0001,9780471738435,"ESAU'S PLANT ANATOMY"
FES,520,0001,9780865427426,"MECHANISMS IN PLANT DEVELOPMENT"
FES,536,0001,9780471138334,"FOREST STAND DYNAMICS - UPDATE EDITION"
FES,557,0001,9780840003249,"DIAGNOSING INJURY TO EASTERN FOREST TREES"
FRE,101,0665,9780495797494,"MOTIFS:  INTRO TO FRENCH"
FRE,102,0001,9780495797494,"MOTIFS:  INTRO TO FRENCH"
FRE,202,0001,9780072343984,"COLLAGE: REVISION DE GRAMMAIRE"
FRE,202,0500,9780072343984,"COLLAGE: REVISION DE GRAMMAIRE"
FRE,218,0001,9781585102754,"CINEPHILE-WORKBOOK"
FRE,306,0001,9780471488262,"ENSEMBLE:GRAMMAIRE"
FRE,306,0002,9780471488262,"ENSEMBLE:GRAMMAIRE"
FRE,390,0001,9781428231238,"LA FRANCE CONTEMPORAINE"
FRE,413,0001,9780176104610,"GRAMMAIRE FRANCAISE (CANADIAN ED)"
FRE,464,0001,9782890524828,"AURELIE, MA SOEUR  (BOREAL)"
FRE,490,0001,9782760000995,"TI-JEAN"
FRE,510,0001,9782890524828,"AURELIE, MA SOEUR  (BOREAL)"
FRE,598,0001,9782760000995,"TI-JEAN"
FSN,101,0001,9780077354817,"CONTEMPORARY NUTRITION"
FSN,101,0990,9780840001030,"FSN 101 (990) LAB MANUAL"
FSN,103,0001,9780132339261,"INTRODUCTORY FOODS"
FSN,230,0990,9780781745109,"MEDICAL TERMINOLOGY-W/CD"
FSN,270,0990,9781588266385,"WORLD FOOD PROBLEM"
FSN,401,0001,9780495559016,"COMMUNITY NUTRITION IN ACTION"
FSN,420,0001,9780133750157,"APPLICATIONS IN MED.NUTRITION THERAPY"
FSN,430,0001,9780534589776,"BASIC NUTRITION COUNSELING"
FSN,485,0001,9780123709004,"INTRO TO FOOD ENGINEERING (ED SINGH, HELDMAN)"
FSN,501,0990,9780495116578,"ADVANCED NUTRITION & HUMAN METABOLISM"
FSN,586,0001,9781441964878,"SENSORY EVALUATION OF FOOD"
FTY,105,0001,9780471018506,"FOREST MENSURATION"
FTY,111,0990,9780395928950,"EASTERN FORESTS: FIELD GUIDE"
FTY,112,0984,9780840007520,"FOREST TREES OF MAINE: CENTENNIAL EDITION"
FTY,112,0994,9780840007520,"FOREST TREES OF MAINE: CENTENNIAL EDITION"
FTY,206,0001,9780471204893,"AERIAL PHOTOGRAPHY+IMAGE INTERP...."
FTY,266,0001,9780471018506,"FOREST MENSURATION"
FTY,444,0001,9780974021102,"FOREST RESOURCE ECONOMICS+FINANCE"
FTY,477,0001,9780123743046,"FOREST MANAGEMENT"
FTY,480,0001,9780195426106,"GEOGRAPHIC INFORMATION SYSTEMS APPL IN FORESTRY ETC"
GEE,230,0001,9780137152780,"DEVELOPING LEADERSHIP ABILITIES"
GEE,486,0001,9780470278703,"PROJECT MANAGEMENT"
GEE,486,0288,9780470278703,"PROJECT MANAGEMENT"
GER,102,0001,9780547180519,"DEUTSCH HEUTE:AUDIO PROG-5 CD ONLY (SW)"
GER,204,0001,9780618714605,"KALEIDOSKOP-W/3 CDS"
GER,223,0001,9780618714605,"KALEIDOSKOP-W/3 CDS"
GER,306,0001,9781585102631,"DEUTSCHE LITERATURE IM KONTEXT 1750-..."
GER,420,0001,9783825223625,"EINFUHRUNG IN DIE FILM-FERNSEHWISSENSCHAFT"
HED,562,0001,9780787910440,"HOW COLLEGE AFFECTS STUDENTS"
HED,598,0001,9780465083619,"WHY ARE ALL BLACK KIDS SITTING TOGETH.."
HED,610,0001,9781560328650,"LINKING THEORY TO PRACTICE"
HED,677,0001,9781856496247,"DECOLONIZING METHODOLOGIES"
HON,112,0001,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0002,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0003,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0004,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0005,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0006,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0007,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0008,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0009,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0010,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0011,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0012,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0013,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0014,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0015,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0016,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0017,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0018,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,112,0019,9781883991692,"APPROACHING THE QUR'AN: EARLY REVELATIONS"
HON,212,0002,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0003,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0004,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0005,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0007,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0008,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0009,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0010,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0011,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0012,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0013,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0014,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,212,0016,9780393301588,"CIVILIZATION+ITS DISCONTENTS"
HON,318,0001,9780061054884,"DISPOSSESSED (RACK SIZE)"
HON,334,0870,9780307473523,"HISTORY OF EGYPT:  FROM EARLIEST TIMES TO PRESENT"
HON,338,0861,9781586489168,"FRUGAL SUPERPOWER"
HTY,103,0001,9780312485429,"AMERICA: CONCISE HISTORY VOL 1"
HTY,103,0002,9780393935424,"GIVE ME LIBERTY (V1)"
HTY,104,0001,9780321053107,"VISIONS OF AMERICA,VOL.2"
HTY,105,0001,9780205556854,"CIVILIZATION IN WEST (V1)"
HTY,106,0001,9780449213940,"ALL QUIET ON WESTERN FRONT"
HTY,106,0665,9780393932362,"WESTERN CIVILIZATIONS BRIEF VOL 2"
HTY,108,0001,9780195337563,"NEW HISTORY OF INDIA"
HTY,199,0990,9789652201881,"ATLAS OF MEDIEVAL JEWISH HISTORY"
HTY,202,0669,9780299008543,"DAILY LIVING IN THE TWELFTH CENTURY"
HTY,202,0869,9780299008543,"DAILY LIVING IN THE TWELFTH CENTURY"
HTY,210,0990,9780891010821,"MAINE"
HTY,211,0990,9780874514513,"LOBSTER GANGS OF MAINE"
HTY,220,0001,9780312453732,"FIRST PEOPLES"
HTY,241,0001,9780415438964,"INTERNATIONAL HISTORY OF TWENTIETH CENTURY (REV)"
HTY,398,0860,9781586489168,"FRUGAL SUPERPOWER"
HTY,410,0001,9780135693445,"EUROPE IN THE TWENTIETH CENTURY"
HTY,416,0001,9780820334257,"BAPTIZED IN BLOOD"
HTY,426,0001,9780136154006,"HISTORY OF MODERN GERMANY:1871-PRESENT"
HTY,432,0001,9780521779135,"BEYOND GOOD+EVIL"
HTY,433,0001,9780195397703,"CLASSICAL MYTHOLOGY"
HTY,437,0001,9780060931308,"HIROHITO+MAKING OF MODERN JAPAN"
HTY,449,0001,9781920265151,"COMMANDO:BOER JOURNAL OF THE BOER WAR"
HTY,454,0001,9780141002026,"BURNING OF BRIDGET CLEARY"
HTY,468,0001,9780312393199,"AGE OF MCCARTHYISM"
HTY,478,0001,9780252014819,"CITY OF WOMEN"
HTY,481,0001,9781400077076,"DIVIDED GROUND"
HTY,484,0001,9780393192742,"JAZZ-W/NORTON JAZZ RECORDINGS 4 CDS"
HTY,498,0001,9780451627988,"NAPOLEON"
HTY,498,0002,9780312393199,"AGE OF MCCARTHYISM"
HTY,508,0001,9780801850110,"AMERICA'S HALF-CENTURY:U.S.FOREIGN..."
HTY,599,0860,9781586489168,"FRUGAL SUPERPOWER"
HTY,607,0001,9780073534664,"AMERICA, RUSSIA & COLD WAR"
HTY,611,0001,9780813333724,"BATTLE: HISTORY OF COMBAT & CULTURE (REV)"
HUD,553,0860,9780805863000,"EVALUATION PRACTICE"
HUD,618,0001,9780313363207,"AMERICA'S WAR ON SEX"
IMD,540,0001,9781570628283,"BOOK OF TEA"
INA,201,0665,9780618837137,"ATLAS OF INTERNATIONAL POLITICS"
INA,201,0860,9781586489168,"FRUGAL SUPERPOWER"
INA,201,0990,9780618837137,"ATLAS OF INTERNATIONAL POLITICS"
INT,302,0990,9781605092775,"COMMUNITY"
INT,308,0001,9780375411410,"GUIDE TO MARINE MAMMALS OF THE WORLD"
INT,333,0990,9780451524935,"1984 (RACK SIZE) (W/328 PGS)"
INT,491,0990,9780671767679,"HERBAL HEALING FOR WOMEN"
INV,180,0001,9781578602841,"JUMP START YOUR BRAIN V2. 0:HOW EVERYONE AT EVERY AGE CAN BE"
INV,282,0001,9781578602841,"JUMP START YOUR BRAIN V2. 0:HOW EVERYONE AT EVERY AGE CAN BE"
KPE,100,0001,9781556428043,"ATHLETIC TRAINING STUDENT PRIMER"
KPE,202,0001,9780736048118,"ATHLETIC TAPING+BRACING-TEXT"
KPE,250,0001,9780736048118,"ATHLETIC TAPING+BRACING-TEXT"
KPE,250,0002,9780736048118,"ATHLETIC TAPING+BRACING-TEXT"
KPE,250,0003,9780736048118,"ATHLETIC TAPING+BRACING-TEXT"
KPE,262,0001,9780073376523,"TEACHING PHYS EDUC FOR LEARNING"
KPE,265,0001,9780321596390,"PHYSICAL EDUCATION ACTIVITY HANDBOOK"
KPE,266,0001,9780321596390,"PHYSICAL EDUCATION ACTIVITY HANDBOOK"
KPE,270,0001,9780073523620,"HUMAN MOTOR DEVELOPMENT"
KPE,271,0001,9780073523743,"FOUNDATIONS OF PHYS.ED."
KPE,273,0001,9780781784450,"FOUNDATIONS OF ATHLETIC TRAINING"
KPE,274,0001,9781416023500,"DANIELS & WORTHINGHAM'S MUSCLE TESTING"
KPE,275,0001,9780803620667,"MEASUREMENT OF JOINT MOTION"
KPE,286,0001,9780787221034,"QUICKSILVER"
KPE,300,0001,9780736072281,"CULTURAL COMPETENCE IN SPORTS MEDICINE"
KPE,303,0001,9781556429019,"PRIN OF PHARMACOLOGY FOR ATHLETIC TRAINERS"
KPE,311,0001,9781594851384,"MOUNTAINEERING"
KPE,350,0001,9780736044349,"TEACHING CHILDREN GYMNASTICS"
KPE,364,0001,9780073376455,"CHILDREN MOVING"
KPE,365,0001,9780736071239,"COMPLETE PHYS.EDU.PLANS F/GRD.7-12-W/CD"
KPE,367,0001,9780321678270,"DEVELOPMENTAL / ADAPTED PHYSICAL EDUCATION"
KPE,372,0001,9780736055406,"MEASUREMENT & EVALUATION IN HUMAN PERFORMANCE"
KPE,376,0001,9780072972979,"KINESIOLOGY"
KPE,377,0001,9780736051019,"BIOMECHANICS OF SPORT & EXERCISE"
KPE,378,0001,9780073376592,"EXERCISE PHYSIOLOGY LABORATORY MANUAL"
KPE,383,0001,9780736051378,"MANAGEMENT STRATEGIES IN ATHLETIC TRAINING"
KPE,386,0001,9780803617209,"EVALUATION OF ORTHOPEDIC & ATHLETIC INJURIES"
KPE,388,0001,9780736078917,"THERAPEUTIC MODALITIES FOR MUSCULOSKELETAL INJURIES"
KPE,389,0001,9780873229715,"AQUATIC THERAPY PROGRAMMING"
KPE,425,0001,9780736074346,"ACSM'S WORKSITE HEALTH PROMOTION MANUAL"
KPE,426,0001,9780781745925,"ACSM'S CLINICAL CERTIFICATION REVIEW"
KPE,483,0860,9780073404622,"COMPREHENSIVE SCHOOL HEALTH.EDUC."
KPE,490,0001,9780781770378,"SPORTS & EXERCISE NUTRITION"
KPE,560,0860,9780073376592,"EXERCISE PHYSIOLOGY LABORATORY MANUAL"
KPE,573,0860,9780805360318,"MULTILEV.APPR.TO STUDY OF MOTOR CONT..."
KPE,580,0860,9780781791281,"BIOMECHANICAL BASIS OF HUMAN MOVEMENT (REV)"
LAT,102,0001,9780934034340,"ENGLISH GRAMMAR FOR STUDENTS OF LATIN"
LAT,102,0990,9780764137426,"501 LATIN VERBS"
LAT,204,0990,9780553590128,"BANTAM NEW COLLEGE LATIN AND ENGLISH DICTIONARY"
LAT,452,0001,9780674992009,"DE RERUM NATURA (TRANS ROUSE)"
LIB,500,0990,9780143105138,"AENEID (DELUXE ED) (TRANS FAGLES)"
MAT,101,0001,9780321656087,"A LA CARTE - EXCURSIONS IN MODERN MATHEMATICS (LOOSELEAF)"
MAT,101,0002,9780321656087,"A LA CARTE - EXCURSIONS IN MODERN MATHEMATICS (LOOSELEAF)"
MAT,101,0003,9780321656087,"A LA CARTE - EXCURSIONS IN MODERN MATHEMATICS (LOOSELEAF)"
MAT,103,0500,9780757576799,"ALGEBRAIC MODELS IN OUR WORLD"
MAT,103,0501,9780757576799,"ALGEBRAIC MODELS IN OUR WORLD"
MAT,103,0502,9780757576799,"ALGEBRAIC MODELS IN OUR WORLD"
MAT,103,0503,9780757576799,"ALGEBRAIC MODELS IN OUR WORLD"
MAT,103,0504,9780757576799,"ALGEBRAIC MODELS IN OUR WORLD"
MAT,103,0665,9780757576799,"ALGEBRAIC MODELS IN OUR WORLD"
MAT,107,0001,9780073519456,"MATHEMATICS FOR ELEM TCHRS: CONC APPR"
MAT,107,0002,9780073519456,"MATHEMATICS FOR ELEM TCHRS: CONC APPR"
MAT,108,0500,9780073519456,"MATHEMATICS FOR ELEM TCHRS: CONC APPR"
MAT,108,0501,9780073519456,"MATHEMATICS FOR ELEM TCHRS: CONC APPR"
MAT,111,0001,9780321627414,""
MAT,111,0002,9780321627414,""
MAT,111,0500,9780321627407,"A LA CARTE - ALGEBRA F/COLLEGE STUDENTS W/BINDER"
MAT,111,0700,9780321627407,"A LA CARTE - ALGEBRA F/COLLEGE STUDENTS W/BINDER"
MAT,115,0500,9780321691811,"A LA CARTE - COLL.MATH.F/BUS,ECON,LIFE...(LOOSELEAF)W/BINDER"
MAT,115,0501,9780321691811,"A LA CARTE - COLL.MATH.F/BUS,ECON,LIFE...(LOOSELEAF)W/BINDER"
MAT,115,0502,9780321691811,"A LA CARTE - COLL.MATH.F/BUS,ECON,LIFE...(LOOSELEAF)W/BINDER"
MAT,115,0503,9780321691811,"A LA CARTE - COLL.MATH.F/BUS,ECON,LIFE...(LOOSELEAF)W/BINDER"
MAT,115,0504,9780321691811,"A LA CARTE - COLL.MATH.F/BUS,ECON,LIFE...(LOOSELEAF)W/BINDER"
MAT,115,0990,9780321691811,"A LA CARTE - COLL.MATH.F/BUS,ECON,LIFE...(LOOSELEAF)W/BINDER"
MAT,122,0001,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0002,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0003,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0400,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0500,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0501,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
MAT,122,0502,9780321622600,"A LA CARTE - PRECALCULUS W/BINDER"
